Student_ID,Actual,Random Forest (sum),Random Forest (mean),Gradient Boosting (sum),Gradient Boosting (mean),Decision Tree (sum),Decision Tree (mean),KNN (sum),KNN (mean),XGBoost (sum),XGBoost (mean),LightGBM (sum),LightGBM (mean),Logistic Regression (sum),Logistic Regression (mean)
604427,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
386389,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active,Active,Active
581648,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Withdrawn,Active,Withdrawn,Active,Active
687981,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
599245,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active
683346,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
402268,Active,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Active
699126,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
2146277,Active,Active,Active,Active,Active,Withdrawn,Active,Withdrawn,Active,Active,Withdrawn,Active,Active,Active,Active
605545,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
574283,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn
562495,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active
645518,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn
501879,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
622899,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
2607641,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
576453,Active,Withdrawn,Withdrawn,Withdrawn,Active,Active,Withdrawn,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
34229,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active
37652,Active,Active,Active,Withdrawn,Withdrawn,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
574028,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Withdrawn,Withdrawn
575745,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Active
632869,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
550142,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
683243,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn,Active,Active
395373,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active
599570,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
582940,Active,Withdrawn,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Withdrawn,Withdrawn
560072,Withdrawn,Active,Withdrawn,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn,Active,Withdrawn,Active,Active,Active,Active
622976,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Active,Active,Active,Active,Active,Active
617805,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
628972,Active,Withdrawn,Withdrawn,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Active,Active,Active,Active
623097,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
425997,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
677206,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
1268772,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active
625108,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
686593,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Withdrawn,Withdrawn
627270,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
653793,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
612539,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn
553502,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Active,Active,Active,Active,Active,Active
522743,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Active,Withdrawn,Withdrawn
2602264,Withdrawn,Withdrawn,Withdrawn,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn
553825,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Withdrawn,Active,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn
577533,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active
626040,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Withdrawn,Withdrawn
695369,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
351290,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
683664,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
632682,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Withdrawn,Active
335476,Active,Active,Active,Active,Active,Withdrawn,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active
2028523,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
548602,Active,Withdrawn,Active,Active,Active,Active,Withdrawn,Active,Withdrawn,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn
566135,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn
303141,Active,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
117281,Withdrawn,Withdrawn,Withdrawn,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Active,Active,Active
696071,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
172965,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Withdrawn
271526,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active,Active
319884,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
676492,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
394951,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
476194,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active,Active,Active
232695,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
508274,Withdrawn,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Active,Active,Active,Withdrawn
610416,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn
547403,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active
541808,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Active
971027,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active
539253,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
1514245,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
1950923,Active,Active,Active,Active,Active,Withdrawn,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active
559642,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn
2164251,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
422061,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
476709,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active
602312,Active,Withdrawn,Withdrawn,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Withdrawn,Withdrawn
360986,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
642029,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Withdrawn,Withdrawn
620819,Withdrawn,Withdrawn,Active,Active,Active,Withdrawn,Active,Withdrawn,Withdrawn,Active,Active,Active,Active,Active,Active
503926,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
556931,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
595164,Active,Withdrawn,Active,Active,Active,Withdrawn,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Withdrawn
549792,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Withdrawn,Withdrawn
544978,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Active,Active,Active,Withdrawn,Active,Withdrawn,Active
472309,Active,Active,Withdrawn,Active,Active,Active,Withdrawn,Active,Withdrawn,Active,Active,Active,Active,Active,Active
645840,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active
629710,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
609031,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Active,Withdrawn,Withdrawn
528034,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
498835,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Active,Active,Active
654031,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
573742,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
584771,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active
682306,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Withdrawn,Withdrawn,Active,Active,Withdrawn,Withdrawn
412663,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Withdrawn,Withdrawn
624126,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Active,Active,Active,Active,Withdrawn,Active
650863,Withdrawn,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Active,Active,Active,Active
641461,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
480225,Active,Withdrawn,Withdrawn,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
508079,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
2360322,Active,Active,Active,Active,Withdrawn,Withdrawn,Active,Active,Active,Withdrawn,Active,Active,Active,Withdrawn,Withdrawn
341612,Withdrawn,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Withdrawn,Withdrawn
600142,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
690882,Active,Withdrawn,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Active,Active,Withdrawn,Withdrawn
576399,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Withdrawn
2540871,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Active,Active
539896,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Withdrawn,Withdrawn
595235,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
600509,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Withdrawn
689808,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Active,Withdrawn,Active,Withdrawn,Active,Withdrawn,Withdrawn
535161,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Active,Active,Active
117544,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active,Active
641401,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
588477,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
186988,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn
2518069,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
559382,Active,Active,Withdrawn,Active,Active,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn,Active,Active,Withdrawn,Withdrawn
374038,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
598887,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
444375,Active,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
527619,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
393094,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
117435,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
557085,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active
565840,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
414258,Active,Active,Withdrawn,Active,Active,Active,Withdrawn,Active,Withdrawn,Active,Active,Active,Active,Active,Active
2632165,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
606194,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn
631473,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Active,Withdrawn,Withdrawn
2140087,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
515574,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn
622330,Withdrawn,Withdrawn,Withdrawn,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Withdrawn
589935,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Withdrawn
694456,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active
576780,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
578654,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
680765,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
620820,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
648285,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Active,Withdrawn,Active
616831,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
622132,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active
164935,Active,Withdrawn,Withdrawn,Active,Active,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
574586,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
510873,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
2445562,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
532578,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
239540,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn
2476144,Active,Withdrawn,Withdrawn,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Active,Withdrawn,Withdrawn
532868,Active,Active,Withdrawn,Active,Withdrawn,Active,Withdrawn,Active,Withdrawn,Active,Withdrawn,Active,Withdrawn,Active,Active
466892,Withdrawn,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Active,Active,Active,Active,Active,Active
472087,Withdrawn,Withdrawn,Withdrawn,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Active,Withdrawn,Active
561138,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
2458984,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active
2389267,Withdrawn,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Active,Active,Active
242998,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
2437930,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active
599292,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
378705,Withdrawn,Withdrawn,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn
601472,Withdrawn,Withdrawn,Withdrawn,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Active,Withdrawn,Withdrawn
606977,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Active,Active,Active
576375,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn
581877,Active,Active,Active,Active,Active,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Withdrawn,Withdrawn
601390,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
569342,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
619461,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
629267,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
334973,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
556374,Active,Active,Withdrawn,Active,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
598103,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
229417,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Withdrawn,Active,Withdrawn,Active,Withdrawn
543340,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
593733,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn
1624025,Active,Withdrawn,Withdrawn,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Active,Active
591388,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
553275,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active
594033,Active,Withdrawn,Active,Active,Active,Withdrawn,Active,Withdrawn,Active,Withdrawn,Active,Active,Active,Withdrawn,Withdrawn
678026,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
391613,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
264152,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Withdrawn
679790,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active
587002,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Active,Active,Withdrawn,Withdrawn
592370,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Withdrawn,Active,Active,Active,Active,Active,Withdrawn
614728,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
600963,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
607927,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Active,Active,Active,Active
548996,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn
655230,Withdrawn,Active,Withdrawn,Active,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
620734,Withdrawn,Withdrawn,Active,Withdrawn,Active,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
603931,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active
634526,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Withdrawn,Active,Active,Active,Active
84812,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn,Active,Active,Active,Active,Withdrawn,Active
517274,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Withdrawn,Withdrawn
1983921,Withdrawn,Withdrawn,Withdrawn,Active,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Withdrawn
510186,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
151745,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
339824,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
575061,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn
537875,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active,Active,Active,Active
656436,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Withdrawn
77845,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
644361,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
621656,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
593743,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
573790,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active
153785,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
445760,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
560260,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Active
335018,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Active,Withdrawn,Active
583192,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Withdrawn,Withdrawn
559735,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn,Withdrawn,Active,Active,Withdrawn,Withdrawn
31161,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active,Active
424014,Active,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Withdrawn,Active,Active,Active,Withdrawn,Withdrawn,Active
155550,Active,Active,Active,Active,Active,Withdrawn,Active,Active,Active,Active,Withdrawn,Active,Active,Withdrawn,Withdrawn
